Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,BW,Sodium.mmol.L,Potassium.mmol.L,BUN.mg.dl,Magnesium.mg.dl
DO.0021,F,G7,LGDO-F-05,6/30/2011,1/14/2013,564,Bld-6 81wks,42.98,149.9,7.06,21,2.5
DO.0022,F,G7,LGDO-F-05,6/29/2011,7/17/2012,384,Bld-6 55wks,54.06,150.1,8.18,28,2.4
DO.0022,F,G7,LGDO-F-05,6/29/2011,1/14/2013,565,Bld-6 81wks,31.43,153.1,7.57,123,5.8
DO.0022,F,G7,LGDO-F-05,6/29/2011,1/17/2012,202,Bld-6 29wks,41.25,147.3,7.78,26,2.6
DO.0023,F,G7,LGDO-F-05,6/30/2011,1/24/2012,208,Bld-6 29wks,33.6,152.3,6.42,19,2
DO.0023,F,G7,LGDO-F-05,6/30/2011,7/17/2012,383,Bld-6 55wks,38.51,148.2,6.44,19,1.9
DO.0023,F,G7,LGDO-F-05,6/30/2011,1/14/2013,564,Bld-6 81wks,41.69,149.8,6.89,18,2
DO.0024,F,G7,LGDO-F-05,6/29/2011,7/17/2012,384,Bld-6 55wks,22.13,147.4,5.06,26,1.5
DO.0024,F,G7,LGDO-F-05,6/29/2011,1/14/2013,565,Bld-6 81wks,22.94,153.1,6.15,27,1.6
DO.0024,F,G7,LGDO-F-05,6/29/2011,1/17/2012,202,Bld-6 29wks,20.49,147.3,6.53,26,1.9
DO.0025,F,G7,LGDO-F-05,6/30/2011,1/24/2012,208,Bld-6 29wks,35.44,153.1,7.45,21,2.4
DO.0025,F,G7,LGDO-F-05,6/30/2011,7/17/2012,383,Bld-6 55wks,39.53,147.4,6.47,29,2.3
DO.0025,F,G7,LGDO-F-05,6/30/2011,1/14/2013,564,Bld-6 81wks,43.23,153.1,7.03,26,2.3
DO.0026,F,G7,LGDO-F-06,6/27/2011,7/17/2012,386,Bld-6 55wks,37.22,147.6,6.48,24,2.3
DO.0026,F,G7,LGDO-F-06,6/27/2011,1/14/2013,567,Bld-6 81wks,43.21,153.1,6.84,20,2
DO.0026,F,G7,LGDO-F-06,6/27/2011,1/17/2012,204,Bld-6 29wks,27.81,146.5,7.16,22,2.3
DO.0027,F,G7,LGDO-F-06,6/29/2011,7/17/2012,384,Bld-6 55wks,23.17,149.1,6.64,22,2.2
DO.0027,F,G7,LGDO-F-06,6/29/2011,1/14/2013,565,Bld-6 81wks,23.98,149.9,6.62,22,1.9
DO.0027,F,G7,LGDO-F-06,6/29/2011,1/17/2012,202,Bld-6 29wks,22.95,145.7,7.04,22,2.4
DO.0028,F,G7,LGDO-F-06,6/30/2011,1/24/2012,208,Bld-6 29wks,28.06,151.7,6.34,19,1.9
DO.0028,F,G7,LGDO-F-06,6/30/2011,7/17/2012,383,Bld-6 55wks,22.37,149.2,6.1,13,2.2
DO.0028,F,G7,LGDO-F-06,6/30/2011,1/14/2013,564,Bld-6 81wks,32.02,154.2,6.28,21,1.9
DO.0029,F,G7,LGDO-F-06,6/30/2011,1/24/2012,208,Bld-6 29wks,48.34,150.1,7.33,15,2
DO.0029,F,G7,LGDO-F-06,6/30/2011,7/17/2012,383,Bld-6 55wks,50.59,153.2,7.08,26,2.5
DO.0029,F,G7,LGDO-F-06,6/30/2011,1/14/2013,564,Bld-6 81wks,52.51,152.4,6.7,19,1.9
DO.0030,F,G7,LGDO-F-06,6/30/2011,7/17/2012,383,Bld-6 55wks,31.85,149.2,7.05,19,2
DO.0030,F,G7,LGDO-F-06,6/30/2011,1/14/2013,564,Bld-6 81wks,32.29,154.4,7.07,20,1.9
DO.0030,F,G7,LGDO-F-06,6/30/2011,1/17/2012,201,Bld-6 29wks,27.95,145.3,6.56,19,2.1
DO.0031,F,G7,LGDO-F-07,6/25/2011,7/17/2012,388,Bld-6 55wks,35.51,149.4,6.45,27,2.2
DO.0031,F,G7,LGDO-F-07,6/25/2011,1/14/2013,569,Bld-6 81wks,37.22,156.1,7.02,25,2.4
DO.0031,F,G7,LGDO-F-07,6/25/2011,1/17/2012,206,Bld-6 29wks,31.78,147,6.16,22,2
DO.0032,F,G7,LGDO-F-07,6/30/2011,1/24/2012,208,Bld-6 29wks,28.2,150.9,5.8,25,2
DO.0032,F,G7,LGDO-F-07,6/30/2011,7/17/2012,383,Bld-6 55wks,37.71,149.6,5.66,26,2.1
DO.0032,F,G7,LGDO-F-07,6/30/2011,1/14/2013,564,Bld-6 81wks,39.48,153.2,6.1,23,2.2
DO.0033,F,G7,LGDO-F-07,6/29/2011,7/17/2012,384,Bld-6 55wks,37.93,150.5,5.7,21,1.9
DO.0033,F,G7,LGDO-F-07,6/29/2011,1/14/2013,565,Bld-6 81wks,40.72,152.2,5.63,18,2
DO.0033,F,G7,LGDO-F-07,6/29/2011,1/17/2012,202,Bld-6 29wks,30.2,147.3,6.29,16,2
DO.0034,F,G7,LGDO-F-07,6/27/2011,7/17/2012,386,Bld-6 55wks,27.84,153.4,6.38,20,2.2
DO.0034,F,G7,LGDO-F-07,6/27/2011,1/14/2013,567,Bld-6 81wks,25.67,154,6.45,23,2.2
DO.0034,F,G7,LGDO-F-07,6/27/2011,1/17/2012,204,Bld-6 29wks,26.87,146.1,6.37,18,2.3
DO.0035,F,G7,LGDO-F-07,6/29/2011,7/17/2012,384,Bld-6 55wks,27.89,149.1,6.17,28,2
DO.0035,F,G7,LGDO-F-07,6/29/2011,1/14/2013,565,Bld-6 81wks,28.54,153.1,6.54,28,1.9
DO.0035,F,G7,LGDO-F-07,6/29/2011,1/17/2012,202,Bld-6 29wks,24.08,148.5,7.24,23,2.2
DO.0036,F,G7,LGDO-F-08,6/30/2011,1/24/2012,208,Bld-6 29wks,28.35,151.1,5.97,22,2
DO.0037,F,G7,LGDO-F-08,6/30/2011,1/24/2012,208,Bld-6 29wks,27.69,149.4,6.05,27,1.9
DO.0037,F,G7,LGDO-F-08,6/30/2011,7/24/2012,390,Bld-6 55wks,25.13,147.1,6.21,20,1.9
DO.0038,F,G7,LGDO-F-08,7/1/2011,1/24/2012,207,Bld-6 29wks,33.08,154.2,6.19,31,2
DO.0038,F,G7,LGDO-F-08,7/1/2011,7/24/2012,389,Bld-6 55wks,42.86,149.2,6.14,25,1.9
DO.0039,F,G7,LGDO-F-08,6/30/2011,1/24/2012,208,Bld-6 29wks,28.63,151.8,6.86,25,2.1
DO.0039,F,G7,LGDO-F-08,6/30/2011,1/22/2013,572,Bld-6 81wks,29.58,147.1,6.38,23,2.1
DO.0039,F,G7,LGDO-F-08,6/30/2011,7/24/2012,390,Bld-6 55wks,30.73,148.1,6.39,23,2.2
DO.0041,F,G7,LGDO-F-09,6/30/2011,1/24/2012,208,Bld-6 29wks,25.21,149.5,6.5,19,2
DO.0041,F,G7,LGDO-F-09,6/30/2011,1/22/2013,572,Bld-6 81wks,28.36,151.1,7.18,18,1.8
DO.0041,F,G7,LGDO-F-09,6/30/2011,7/24/2012,390,Bld-6 55wks,28.56,150.6,6.14,16,2
DO.0042,F,G7,LGDO-F-09,6/26/2011,1/22/2013,576,Bld-6 81wks,32.49,153.4,7.53,18,2.2
DO.0042,F,G7,LGDO-F-09,6/26/2011,7/24/2012,394,Bld-6 55wks,30.4,149.5,6.03,16,2
DO.0042,F,G7,LGDO-F-09,6/26/2011,1/17/2012,205,Bld-6 29wks,23.57,150.3,7.59,16,2.6
DO.0044,F,G7,LGDO-F-09,6/28/2011,1/22/2013,574,Bld-6 81wks,27.65,148.6,6.96,25,2
DO.0044,F,G7,LGDO-F-09,6/28/2011,7/24/2012,392,Bld-6 55wks,26.48,146.2,6.78,22,2
DO.0044,F,G7,LGDO-F-09,6/28/2011,1/17/2012,203,Bld-6 29wks,19.44,146.8,6.4,19,2.1
DO.0045,F,G7,LGDO-F-09,6/30/2011,1/24/2012,208,Bld-6 29wks,20.96,156.6,6.94,22,2.3
DO.0045,F,G7,LGDO-F-09,6/30/2011,1/22/2013,572,Bld-6 81wks,29.17,149.1,6.54,19,2
DO.0045,F,G7,LGDO-F-09,6/30/2011,7/24/2012,390,Bld-6 55wks,27.48,148.5,6.32,21,2.1
DO.0046,F,G7,LGDO-F-10,6/27/2011,1/22/2013,575,Bld-6 81wks,24.95,148.4,6.51,24,1.9
DO.0046,F,G7,LGDO-F-10,6/27/2011,7/24/2012,393,Bld-6 55wks,22.88,147.1,6.31,30,1.8
DO.0046,F,G7,LGDO-F-10,6/27/2011,1/17/2012,204,Bld-6 29wks,21.66,144.9,6.08,24,1.9
DO.0047,F,G7,LGDO-F-10,6/30/2011,1/24/2012,208,Bld-6 29wks,21.53,155,6.34,23,1.9
DO.0047,F,G7,LGDO-F-10,6/30/2011,1/22/2013,572,Bld-6 81wks,23.44,152.3,5.45,25,1.7
DO.0047,F,G7,LGDO-F-10,6/30/2011,7/24/2012,390,Bld-6 55wks,24.51,148.7,5.31,23,1.8
DO.0048,F,G7,LGDO-F-10,6/30/2011,1/24/2012,208,Bld-6 29wks,28.16,154,7.44,27,2
DO.0048,F,G7,LGDO-F-10,6/30/2011,7/24/2012,390,Bld-6 55wks,27.83,150.1,7.1,22,2
DO.0049,F,G7,LGDO-F-10,6/25/2011,7/24/2012,395,Bld-6 55wks,27.45,151.5,6.26,28,2.2
DO.0049,F,G7,LGDO-F-10,6/25/2011,1/17/2012,206,Bld-6 29wks,26.45,147.9,6.54,29,2.3
DO.0050,F,G7,LGDO-F-10,6/29/2011,1/22/2013,573,Bld-6 81wks,36.14,149.4,6.57,21,2.1
DO.0050,F,G7,LGDO-F-10,6/29/2011,7/24/2012,391,Bld-6 55wks,35.72,147.9,6.25,24,2.1
DO.0050,F,G7,LGDO-F-10,6/29/2011,1/17/2012,202,Bld-6 29wks,28.87,147.5,7.03,20,2.3
DO.0051,F,G7,LGDO-F-11,6/30/2011,1/24/2012,208,Bld-6 29wks,31.21,151.1,7.06,23,2.3
DO.0051,F,G7,LGDO-F-11,6/30/2011,1/22/2013,572,Bld-6 81wks,31.76,149.9,6.34,23,2.2
DO.0051,F,G7,LGDO-F-11,6/30/2011,7/24/2012,390,Bld-6 55wks,35.18,150.1,6.76,24,2.4
DO.0052,F,G7,LGDO-F-11,6/25/2011,1/22/2013,577,Bld-6 81wks,22.48,147.9,6.22,20,2
DO.0052,F,G7,LGDO-F-11,6/25/2011,7/24/2012,395,Bld-6 55wks,21.75,147.3,6.23,18,2
DO.0052,F,G7,LGDO-F-11,6/25/2011,1/17/2012,206,Bld-6 29wks,20.43,146.1,6.32,18,2.1
DO.0053,F,G7,LGDO-F-11A,6/27/2011,1/22/2013,575,Bld-6 81wks,30.31,163.2,7.34,19,2.3
DO.0053,F,G7,LGDO-F-11A,6/27/2011,7/24/2012,393,Bld-6 55wks,33.32,148.9,5.87,17,2.1
DO.0053,F,G7,LGDO-F-11A,6/27/2011,1/17/2012,204,Bld-6 29wks,36.98,146.5,5.67,18,2
DO.0054,F,G7,LGDO-F-11,6/29/2011,1/22/2013,573,Bld-6 81wks,32.47,149.4,5.84,29,1.8
DO.0054,F,G7,LGDO-F-11,6/29/2011,7/24/2012,391,Bld-6 55wks,30.79,148,5.92,26,2
DO.0054,F,G7,LGDO-F-11,6/29/2011,1/17/2012,202,Bld-6 29wks,27.89,145.8,6.57,27,2
DO.0055,F,G7,LGDO-F-11,7/1/2011,1/24/2012,207,Bld-6 29wks,27.64,150,5.61,18,2.4
DO.0055,F,G7,LGDO-F-11,7/1/2011,1/22/2013,571,Bld-6 81wks,34.58,149.6,6.09,24,2.3
DO.0055,F,G7,LGDO-F-11,7/1/2011,7/24/2012,389,Bld-6 55wks,34.72,146.3,6.35,21,2.4
DO.0056,F,G7,LGDO-F-12,7/1/2011,1/24/2012,207,Bld-6 29wks,33.37,154.1,6.24,20,1.7
DO.0056,F,G7,LGDO-F-12,7/1/2011,7/24/2012,389,Bld-6 55wks,44.73,149.6,6.04,19,1.7
DO.0057,F,G7,LGDO-F-12,6/28/2011,1/22/2013,574,Bld-6 81wks,42.19,150,7.29,21,2
DO.0057,F,G7,LGDO-F-12,6/28/2011,7/24/2012,392,Bld-6 55wks,38.52,148.6,6.42,17,2
DO.0057,F,G7,LGDO-F-12,6/28/2011,1/17/2012,203,Bld-6 29wks,32.13,148.1,6.3,23,2
DO.0058,F,G7,LGDO-F-12,6/26/2011,7/24/2012,394,Bld-6 55wks,38.42,146.8,6.07,26,2
DO.0058,F,G7,LGDO-F-12,6/26/2011,1/17/2012,205,Bld-6 29wks,34.89,145.2,6.63,19,2.2
DO.0059,F,G7,LGDO-F-12,6/29/2011,1/17/2012,202,Bld-6 29wks,20.5,147.6,6.42,29,1.7
DO.0059,F,G7,LGDO-F-12,6/29/2011,1/22/2013,573,Bld-6 81wks,25.24,152.9,7.97,22,1.5
DO.0059,F,G7,LGDO-F-12,6/29/2011,7/24/2012,391,Bld-6 55wks,28.92,149.5,6.17,24,1.5
DO.0060,F,G7,LGDO-F-12,6/25/2011,1/17/2012,206,Bld-6 29wks,23.29,146.7,5.57,22,1.7
DO.0060,F,G7,LGDO-F-12,6/25/2011,1/22/2013,577,Bld-6 81wks,26.14,149.1,6.35,20,1.8
DO.0060,F,G7,LGDO-F-12,6/25/2011,7/24/2012,395,Bld-6 55wks,24.53,147.2,5.43,22,1.5
DO.0061,F,G8,LGDO-F-13,10/22/2011,5/15/2012,206,Bld-6 29wks,24.61,146.9,5.4,21,1.8
DO.0061,F,G8,LGDO-F-13,10/22/2011,11/6/2012,381,Bld-6 55wks,31.28,152.3,5.89,17,2.2
DO.0061,F,G8,LGDO-F-13,10/22/2011,5/7/2013,563,Bld-6 81wks,37.64,148.5,5.35,19,2
DO.0062,F,G8,LGDO-F-13,10/23/2011,5/15/2012,205,Bld-6 29wks,20.71,148.8,6.86,23,2
DO.0062,F,G8,LGDO-F-13,10/23/2011,11/6/2012,380,Bld-6 55wks,22.55,151.6,6.12,20,2.1
DO.0062,F,G8,LGDO-F-13,10/23/2011,5/7/2013,562,Bld-6 81wks,24.47,148.5,6.22,22,2.1
DO.0063,F,G8,LGDO-F-13,10/26/2011,5/15/2012,202,Bld-6 29wks,32.63,150.9,6.57,18,2.1
DO.0063,F,G8,LGDO-F-13,10/26/2011,11/6/2012,377,Bld-6 55wks,28.17,154.3,5.96,14,2
DO.0063,F,G8,LGDO-F-13,10/26/2011,5/7/2013,559,Bld-6 81wks,35.18,149.5,5.7,17,2.3
DO.0064,F,G8,LGDO-F-13,10/22/2011,5/15/2012,206,Bld-6 29wks,24.23,152.2,6.49,23,2.1
DO.0064,F,G8,LGDO-F-13,10/22/2011,11/6/2012,381,Bld-6 55wks,25.76,153.1,6.49,18,2.1
DO.0064,F,G8,LGDO-F-13,10/22/2011,5/7/2013,563,Bld-6 81wks,28.63,148.2,6.26,18,2
DO.0065,F,G8,LGDO-F-13,10/25/2011,5/15/2012,203,Bld-6 29wks,33,147.8,6.02,29,1.9
DO.0065,F,G8,LGDO-F-13,10/25/2011,11/6/2012,378,Bld-6 55wks,39.13,153,5.9,26,2.1
DO.0065,F,G8,LGDO-F-13,10/25/2011,5/7/2013,560,Bld-6 81wks,40.56,148.2,6.4,20,2
DO.0066,F,G8,LGDO-F-14,10/27/2011,5/15/2012,201,Bld-6 29wks,25.45,151.3,5.71,27,1.9
DO.0066,F,G8,LGDO-F-14,10/27/2011,11/6/2012,376,Bld-6 55wks,31.31,159.2,7.08,21,2.2
DO.0066,F,G8,LGDO-F-14,10/27/2011,5/7/2013,558,Bld-6 81wks,39.12,153.3,6,29,1.8
DO.0067,F,G8,LGDO-F-14,10/22/2011,5/15/2012,206,Bld-6 29wks,27.52,150.1,6.13,25,2
DO.0067,F,G8,LGDO-F-14,10/22/2011,11/6/2012,381,Bld-6 55wks,29.25,154.4,5.96,16,2
DO.0067,F,G8,LGDO-F-14,10/22/2011,5/7/2013,563,Bld-6 81wks,33.01,151.6,6.15,20,1.7
DO.0068,F,G8,LGDO-F-14,10/27/2011,5/15/2012,201,Bld-6 29wks,38.04,149.2,6.28,25,2
DO.0068,F,G8,LGDO-F-14,10/27/2011,11/6/2012,376,Bld-6 55wks,40.1,158.8,6.75,25,2.2
DO.0068,F,G8,LGDO-F-14,10/27/2011,5/7/2013,558,Bld-6 81wks,42.13,151.4,6.65,22,1.9
DO.0069,F,G8,LGDO-F-14,10/24/2011,5/15/2012,204,Bld-6 29wks,28.2,146.8,5.98,23,2.1
DO.0069,F,G8,LGDO-F-14,10/24/2011,11/6/2012,379,Bld-6 55wks,37.45,155,6.28,20,2.1
DO.0069,F,G8,LGDO-F-14,10/24/2011,5/7/2013,561,Bld-6 81wks,38.47,146.8,6.23,21,1.8
DO.0070,F,G8,LGDO-F-14,10/25/2011,5/15/2012,203,Bld-6 29wks,24.86,148.8,6.64,17,1.7
DO.0071,F,G8,LGDO-F-15,10/22/2011,5/18/2012,209,Bld-6 29wks,32.51,148.4,6.6,23,1.8
DO.0071,F,G8,LGDO-F-15,10/22/2011,11/6/2012,381,Bld-6 55wks,35.61,154.9,6.18,23,2.3
DO.0071,F,G8,LGDO-F-15,10/22/2011,5/7/2013,563,Bld-6 81wks,34.7,148.3,6.43,18,1.9
DO.0072,F,G8,LGDO-F-15,10/26/2011,5/18/2012,205,Bld-6 29wks,27.41,150.8,6.04,16,2.1
DO.0072,F,G8,LGDO-F-15,10/26/2011,11/6/2012,377,Bld-6 55wks,31.81,156,6.48,17,2.4
DO.0072,F,G8,LGDO-F-15,10/26/2011,5/7/2013,559,Bld-6 81wks,33.43,151.8,7.17,17,2
DO.0073,F,G8,LGDO-F-15,10/22/2011,5/18/2012,209,Bld-6 29wks,31.35,151.5,6.79,29,2.3
DO.0073,F,G8,LGDO-F-15,10/22/2011,11/6/2012,381,Bld-6 55wks,40.22,166.2,7.75,27,2.7
DO.0073,F,G8,LGDO-F-15,10/22/2011,5/7/2013,563,Bld-6 81wks,38.49,153.3,6.57,23,2.2
DO.0074,F,G8,LGDO-F-15,10/27/2011,5/18/2012,204,Bld-6 29wks,25.48,151.8,7.77,23,2.3
DO.0074,F,G8,LGDO-F-15,10/27/2011,11/6/2012,376,Bld-6 55wks,29.67,167.1,7.19,19,2.3
DO.0074,F,G8,LGDO-F-15,10/27/2011,5/7/2013,558,Bld-6 81wks,34.21,150.6,6.3,19,1.8
DO.0075,F,G8,LGDO-F-15,10/22/2011,11/6/2012,381,Bld-6 55wks,23.17,159.4,7.24,20,2.2
DO.0075,F,G8,LGDO-F-15,10/22/2011,5/18/2012,209,Bld-6 29wks,19.96,151.5,6.69,25,2
DO.0075,F,G8,LGDO-F-15,10/22/2011,5/7/2013,563,Bld-6 81wks,24.63,152.4,7.46,14,2.1
DO.0076,F,G8,LGDO-F-16,10/24/2011,11/6/2012,379,Bld-6 55wks,25.83,191.5,6.21,19,2.3
DO.0076,F,G8,LGDO-F-16,10/24/2011,5/18/2012,207,Bld-6 29wks,23.63,151.3,5.86,24,2
DO.0076,F,G8,LGDO-F-16,10/24/2011,5/7/2013,561,Bld-6 81wks,27.97,152.6,6.42,27,2
DO.0077,F,G8,LGDO-F-16,10/27/2011,11/6/2012,376,Bld-6 55wks,28.09,154.6,6.66,19,1.9
DO.0077,F,G8,LGDO-F-16,10/27/2011,5/18/2012,204,Bld-6 29wks,22.9,148.8,7.59,24,1.9
DO.0077,F,G8,LGDO-F-16,10/27/2011,5/7/2013,558,Bld-6 81wks,31.8,150.2,6.84,27,2.1
DO.0078,F,G8,LGDO-F-16,10/25/2011,11/6/2012,378,Bld-6 55wks,29.32,161.2,6.64,35,2.5
DO.0078,F,G8,LGDO-F-16,10/25/2011,5/18/2012,206,Bld-6 29wks,29.88,150.6,6.66,40,2.6
DO.0078,F,G8,LGDO-F-16,10/25/2011,5/7/2013,560,Bld-6 81wks,29.52,149.8,6.19,34,2.2
DO.0079,F,G8,LGDO-F-16,10/25/2011,11/6/2012,378,Bld-6 55wks,28.46,157.4,7.72,25,1.9
DO.0079,F,G8,LGDO-F-16,10/25/2011,5/18/2012,206,Bld-6 29wks,25.44,147,6.57,26,1.8
DO.0079,F,G8,LGDO-F-16,10/25/2011,5/7/2013,560,Bld-6 81wks,29.39,151,6.65,26,1.8
DO.0080,F,G8,LGDO-F-16,10/27/2011,11/6/2012,376,Bld-6 55wks,26.81,161.8,6.21,23,2.1
DO.0080,F,G8,LGDO-F-16,10/27/2011,5/18/2012,204,Bld-6 29wks,25.1,149.8,7,26,1.9
DO.0080,F,G8,LGDO-F-16,10/27/2011,5/7/2013,558,Bld-6 81wks,30.02,152.4,6.57,23,1.9
DO.0081,F,G8,LGDO-F-17,10/24/2011,11/13/2012,386,Bld-6 55wks,20.61,153.9,6.77,21,2.2
DO.0081,F,G8,LGDO-F-17,10/24/2011,5/18/2012,207,Bld-6 29wks,22.38,150.7,6.02,25,2
DO.0081,F,G8,LGDO-F-17,10/24/2011,5/14/2013,568,Bld-6 81wks,20.49,152.7,6.32,28,2.1
DO.0082,F,G8,LGDO-F-17,10/25/2011,11/13/2012,385,Bld-6 55wks,39.91,150.4,7.35,23,2.2
DO.0082,F,G8,LGDO-F-17,10/25/2011,5/18/2012,206,Bld-6 29wks,35.53,149.1,7.02,30,2.2
DO.0082,F,G8,LGDO-F-17,10/25/2011,5/14/2013,567,Bld-6 81wks,43.18,151.6,7.34,24,2.5
