Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,Fecal.Boli,Pen.Density,Arena,Latency.to.Periphery.04.00.08.00,Latency.to.Periphery.08.00.12.00,Latency.to.Periphery.12.00.16.00,Latency.to.Periphery.16.00.20.00,Latency.to.Periphery.Start.04.00,Duration.Periphery.04.00.08.00,Duration.Periphery.08.00.12.00,Duration.Periphery.12.00.16.00,Duration.Periphery.16.00.20.00,Duration.Periphery.Start.04.00,Distance.04.00.08.00,Distance.08.00.12.00,Distance.12.00.16.00,Distance.16.00.20.00,Distance.Start.04.00,Duration.Corner.04.00.08.00,Duration.Corner.08.00.12.00,Duration.Corner.12.00.16.00,Duration.Corner.16.00.20.00,Duration.Corner.Start.04.00,Duration.Center.04.00.08.00,Duration.Center.08.00.12.00,Duration.Center.12.00.16.00,Duration.Center.16.00.20.00,Duration.Center.Start.04.00
DO.0688,F,G8,CSDO-F-18,10/22/2011,11/5/2012,380,20 min Open Field Test,4,5,Arena 4,242.704,480.27,723.508,960,0.400392,118.116,59.9253,91.0159,111.741,116.781,1024.69,761.786,890.736,858.027,1576.6,36.7693,29.0284,27.1599,33.2325,28.1609,22.0566,73.7673,52.5564,57.9234,29.0601
DO.0690,F,G8,CSDO-F-18,10/25/2011,11/5/2012,377,20 min Open Field Test,10,2,Arena 5,240,481.939,728.046,961.742,1.33464,103.937,96.8281,97.4287,93.45,109.339,1901.22,1895.31,1718.91,1440.85,2599.39,38.3042,28.0274,47.2397,40.5129,43.4425,27.3568,40.6431,28.8282,29.8959,29.6957
DO.0691,F,G8,CSDO-F-19,10/25/2011,10/22/2012,363,20 min Open Field Test,7,2,Arena 2,249.511,480.604,750.668,1024.27,0,95.627,169.032,84.8164,141.297,60.4592,768.485,698.045,524.561,581.292,436.923,167.729,163.792,184.886,174.304,187.949,0.266928,23.2895,NA,1.26791,11.7448
DO.0692,F,G8,CSDO-F-19,10/22/2011,4/22/2013,548,20 min Open Field Test,7,1,Arena 1,240,487.087087,720.12012,960.026693,6.740073,101.408079,124.39106,98.365032,127.193858,84.844846,1331.296586,1207.240852,744.8046568,940.8494233,1197.876324,37.103767,22.155487,18.418424,25.492159,18.018021,34.300967,25.358692,11.544879,40.57391,52.585916
DO.0693,F,G8,CSDO-F-19,10/25/2011,4/22/2013,545,20 min Open Field Test,3,1,Arena 2,241.574908,480.68068,725.592258,977.24391,40.84084,116.449783,60.994329,105.038371,117.450783,79.879881,878.8012337,549.0814981,568.5691496,691.7107489,797.6721212,62.048714,114.127465,102.876212,81.574909,9.142475,26.066069,26.69336,12.145478,7.674342,100.393727
DO.0694,F,G8,CSDO-F-19,10/27/2011,4/22/2013,543,20 min Open Field Test,5,1,Arena 3,244.444444,480,722.856189,960.093426,7.47414,103.957296,82.696023,73.206545,107.907907,143.410074,1011.645843,974.0331852,908.8454479,862.8080407,651.7134002,25.945945,29.309314,27.934605,44.13747,9.075739,30.430429,50.717384,40.373709,31.898566,21.42142
DO.0695,F,G8,CSDO-F-19,10/23/2011,4/22/2013,547,20 min Open Field Test,2,1,Arena 4,248.515181,481.748415,727.260593,965.965965,0.734067,96.029357,58.058056,72.005344,94.427763,89.956623,2760.532944,2441.619078,2429.979263,1903.859631,2571.532387,46.766765,27.454123,30.88422,29.562903,44.444451,66.106104,105.03837,88.995664,83.376712,71.431432
DO.0696,F,G8,CSDO-F-20,10/26/2011,11/5/2012,376,20 min Open Field Test,7,3,Arena 6,240.302,480,797.648,960,0.066732,57.0526,47.0493,75.4006,106.911,85.5504,1723.35,1731.23,1507.29,1911.39,1956.82,3.80372,7.47398,5.80568,25.0912,7.87438,76.4749,82.5759,100.136,22.155,40.5063
DO.0698,F,G8,CSDO-F-20,10/27/2011,11/5/2012,375,20 min Open Field Test,7,5,Arena 7,240.969,484.007,720,967.28,2.26889,41.574,90.4503,39.6771,44.8439,38.7046,1490.6,1417.11,1696.92,1172.86,1326.15,7.67418,15.682,21.6212,14.4808,7.94111,67.1958,41.2437,85.7506,70.2688,142.273
DO.0700,F,G8,CSDO-F-20,10/23/2011,11/5/2012,379,20 min Open Field Test,10,3,Arena 8,240,480.47,720,974.688,16.683,104.871,100.727,106.342,83.7487,132.762,2508.22,2474.42,1793.76,1510.74,2941.72,47.8468,30.4965,51.8508,29.0952,36.7026,47.3097,49.5184,29.7559,51.19,20.0196
DO.0701,F,G8,CSDO-F-21,10/26/2011,4/22/2013,544,20 min Open Field Test,2,1,Arena 6,240.23952,481.279838,722.053224,961.158279,7.741051,108.441451,106.773112,127.126746,75.141583,103.03606,1735.65942,1052.916938,1681.716548,1276.921749,2084.705063,39.772985,53.453299,52.051898,38.505054,32.832738,41.641516,11.411377,36.836724,52.52263,40.840716
DO.0702,F,G8,CSDO-F-21,10/23/2011,4/22/2013,547,20 min Open Field Test,7,1,Arena 7,241.041041,487.220553,720,965.365365,12.812812,116.783448,159.439438,123.910578,65.398735,129.396068,862.9523495,770.1191651,783.9068815,450.3114195,1106.989108,77.477474,83.216549,95.895904,117.917916,71.271261,12.946278,4.871538,19.325993,7.767767,22.35569
DO.0703,F,G8,CSDO-F-21,10/27/2011,4/22/2013,543,20 min Open Field Test,3,1,Arena 8,246.446446,481.281281,720,974.708041,4.738071,131.33133,97.644314,113.633633,52.719388,74.47447,758.139028,764.6583278,556.560786,367.0073727,1055.14539,36.823494,67.947947,35.542209,152.379041,30.897562,31.431431,19.419419,33.767103,7.007007,61.86186
DO.0704,F,G8,CSDO-F-21,10/24/2011,10/22/2012,364,20 min Open Field Test,2,5,Arena 2,240,480,720,960,0,216.11,218.779,235.863,221.782,210.371,1270.33,1217.21,1194.79,970.487,1963.01,53.5541,45.6447,31.7644,49.4736,62.5596,52.1144,71.8736,91.4228,45.1776,43.3758
DO.0706,F,G8,CSDO-F-22,10/24/2011,4/15/2013,539,20 min Open Field Test,4,5,Arena 2,240,480,722.055388,960.16016,10.877544,119.412748,123.803802,127.260586,144.944946,99.926594,1109.944258,1116.969581,1371.787077,1046.675795,1456.934299,67.253915,60.073401,47.781119,95.362031,46.780113,20.887556,30.777446,27.213879,20.02002,60.326997
DO.0707,F,G8,CSDO-F-22,10/26/2011,4/15/2013,537,20 min Open Field Test,2,5,Arena 3,240,492.692692,721.521521,960,22.088755,96.00267,103.770437,87.193858,59.886551,119.412745,562.0956912,666.7729041,634.9023626,415.1765372,865.5159399,117.303975,117.210543,119.906576,174.641308,71.004334,0.867534,NA,2.335668,NA,25.892558
DO.0708,F,G8,CSDO-F-22,10/23/2011,10/22/2012,365,20 min Open Field Test,13,3,Arena 4,242.638,486.009,720,960,0.533856,103.501,82.309,55.9531,33.1056,88.4866,1300.54,1483.91,958.811,638.793,1333.78,40.9734,72.5377,66.9989,24.4906,50.1825,43.9731,54.3899,73.0715,33.8331,53.7193
DO.0709,F,G8,CSDO-F-22,10/25/2011,4/15/2013,538,20 min Open Field Test,5,3,Arena 4,240,484.884884,720,960,24.557891,161.668339,81.961962,218.912245,29.456123,146.57324,691.217465,443.2600948,613.5121899,295.1684992,364.3868253,21.287955,37.250585,59.846512,1.468134,NA,19.419421,97.430764,2.135468,9.142477,21.554888
DO.0710,F,G8,CSDO-F-22,10/22/2011,4/15/2013,541,20 min Open Field Test,6,2,Arena 5,240.306973,480,720,960.627293,4.604604,92.345682,108.068074,137.590921,104.170842,116.449772,1346.982481,1243.981367,1180.025213,1290.952745,1482.54108,71.071075,67.600933,64.931598,95.695689,40.507179,35.101767,35.635636,23.623625,23.023022,44.511179
DO.0711,F,G8,CSDO-F-23,10/27/2011,10/22/2012,361,20 min Open Field Test,15,3,Arena 1,240,480,720,963.21,16.2826,143.506,141.637,65.5691,145.034,118.948,1237.08,1159.97,812.599,923.044,2042.22,57.7899,53.1854,49.4419,130.601,60.0588,21.7546,22.3552,42.5083,4.13738,33.2993
DO.0713,F,G8,CSDO-F-23,10/24/2011,4/8/2013,532,20 min Open Field Test,12,5,Arena 5,240,480.213546,720,960,0.667334,114.354352,95.442109,101.861861,135.228565,108.268269,1139.541179,905.0947042,1158.086016,902.8563961,1351.185534,91.358027,100.96763,114.154156,36.396395,78.678678,14.748083,24.290959,22.422421,30.163496,34.834834
DO.0714,F,G8,CSDO-F-23,10/27/2011,4/8/2013,529,20 min Open Field Test,6,5,Arena 6,240.306973,480,720,960,2.936269,116.770102,137.630955,85.779116,158.918914,132.799469,1277.52106,1267.543,954.4651529,916.2778904,1578.364787,55.295302,84.751427,105.905904,54.25426,30.123457,30.563899,17.017018,16.349682,29.429428,22.95629
DO.0715,F,G8,CSDO-F-23,10/25/2011,4/8/2013,531,20 min Open Field Test,4,5,Arena 7,250.717384,480,720,960,7.607607,102.622622,195.288626,166.593256,227.587587,50.183516,529.951658,764.0514952,551.5416297,382.7170506,482.1168869,160.26693,94.240914,145.772438,159.052393,176.002673,NA,NA,NA,0.333667,25.625626
DO.0716,F,G8,CSDO-F-24,10/25/2011,10/22/2012,363,20 min Open Field Test,8,3,Arena 1,240,484.875,730.582,973.82,26.2257,29.664,16.4161,23.3562,8.00784,15.4468,716.333,595.256,566.136,411.409,608.063,92.3571,23.4897,1.8685,0.133464,189.586,41.504,161.695,95.9606,126.057,21.154
DO.0717,F,G8,CSDO-F-24,10/22/2011,11/5/2012,380,20 min Open Field Test,5,4,Arena 1,240,480.003,720,960.54,3.3366,131.097,125.952,135.371,96.6531,123.619,1328.81,1338.14,1503.9,1407.3,1865.75,83.5452,83.2848,63.5289,113.578,52.7183,15.6153,13.6801,40.2394,4.8047,40.5731
DO.0718,F,G8,CSDO-F-24,10/25/2011,11/5/2012,377,20 min Open Field Test,9,5,Arena 2,300.427,480,722.708,960,NA,116.311,83.3515,108.433,128.09,NA,697.411,793.06,839.066,821.723,400.25,58.2538,55.7245,43.4425,36.7026,NA,56.6905,49.1148,51.2502,38.1707,239.132
DO.0719,F,G8,CSDO-F-24,10/23/2011,11/5/2012,379,20 min Open Field Test,11,3,Arena 3,240,480.27,724.309,983.163,29.2286,124.357,123.521,99.097,92.0902,63.6273,1727.45,1999.59,2013.75,1746.14,2112.48,34.5672,48.5809,44.2433,49.4484,34.5672,28.6948,34.5956,44.0814,53.2521,85.8174
DO.0720,F,G8,CSDO-F-24,10/26/2011,11/5/2012,376,20 min Open Field Test,7,5,Arena 4,240,480,720,960,0.867516,106.269,134.096,106.336,105.135,158.187,1141.24,1179.29,1195.47,1123.51,1416.32,40.9734,65.7978,28.5613,136.359,30.4965,35.101,0.266928,28.6948,7.14032,22.4887
DO.0721,F,G9,CSDO-F-25,2/21/2012,2/4/2013,349,20 min Open Field Test,14,5,Arena 1,257.924591,481.281281,720.053386,964.431097,1.134467,113.780445,152.085413,120.653984,76.009339,116.182845,784.442119,940.9718269,893.5682498,665.545449,1223.791607,116.823492,65.198533,70.110111,124.017346,100.460466,4.871539,13.880547,22.35569,18.218219,16.483149
DO.0722,F,G9,CSDO-F-25,2/22/2012,2/4/2013,348,20 min Open Field Test,2,5,Arena 2,240,492.826159,725.058391,960,33.5669,117.557558,40.44044,114.154158,135.428755,23.850517,950.0840219,876.5075406,830.7653414,530.3863743,1149.198409,50.116787,34.647987,51.371371,11.678346,12.145478,41.36136,76.089423,36.970306,40.707374,170.036704
DO.0723,F,G9,CSDO-F-25,2/19/2012,2/4/2013,351,20 min Open Field Test,1,5,Arena 3,475.141808,503.43677,773.90724,960,0.667334,1.334668,9.943277,84.724728,86.780111,22.55589,322.4614602,385.4506409,776.9165683,596.2508458,456.5317371,239.3994,230.190187,153.073071,150.750748,198.892226,NA,NA,NA,NA,12.879546
DO.0725,F,G9,CSDO-F-25,2/21/2012,2/4/2013,349,20 min Open Field Test,2,5,Arena 4,247.781114,483.41675,775.308641,975.909242,76.74341,61.061063,58.124793,38.7721,28.361694,111.778445,273.5827546,267.8673419,219.6867244,164.2426929,673.7909993,192.352353,185.145143,200.627292,221.448112,42.068737,2.535869,NA,NA,NA,78.611945
DO.0726,F,G9,CSDO-F-26,2/19/2012,2/18/2013,365,20 min Open Field Test,6,3,Arena 1,240.306253,480,727.725546,963.227008,16.216167,121.50925,129.541055,102.568925,106.376316,105.972316,1489.294732,1427.08892,1523.386084,1211.741643,1691.375379,29.496071,42.375579,43.109642,16.683305,50.850706,24.891481,18.43387,28.856151,27.384432,31.498068
DO.0727,F,G9,CSDO-F-26,2/20/2012,2/18/2013,364,20 min Open Field Test,8,5,Arena 2,240,480.347013,720,960,0.4004,87.861197,164.11078,189.482817,207.4341,68.361692,642.9429789,620.3658071,671.2498329,334.5108332,930.1764587,17.550883,63.263258,73.339998,127.92793,14.681345,13.279947,11.077744,13.54688,11.011012,117.183851
DO.0728,F,G9,CSDO-F-26,2/20/2012,2/18/2013,364,20 min Open Field Test,5,5,Arena 3,243.710377,480.68068,720,966.700033,0.467133,80.480481,90.370371,73.32666,111.711718,105.171839,1077.322479,1199.938348,1065.203294,854.8221573,1347.568614,42.162165,23.103102,34.63463,12.545876,50.583909,66.506508,65.932599,66.172839,32.459125,46.539874
DO.0729,F,G9,CSDO-F-26,2/22/2012,2/18/2013,362,20 min Open Field Test,8,2,Arena 4,242.442442,480.28028,720,960,0.333667,113.51351,160.907572,81.174508,123.48348,97.764434,931.9176654,940.8505254,1068.480094,852.3065447,1336.877436,46.006008,68.615287,69.442773,79.77311,77.50417,32.298966,6.806805,36.036037,12.412413,41.241247
DO.0730,F,G9,CSDO-F-26,2/20/2012,2/18/2013,364,20 min Open Field Test,5,5,Arena 5,245.645645,480.947614,724.524524,960,0.333667,50.316985,40.707377,53.493497,87.71438,127.994662,619.3423911,581.0555962,698.3366131,488.9797295,817.9964295,8.141475,18.618619,27.694362,64.330999,46.846847,126.84685,143.289958,71.137804,30.230229,10.477144
DO.0731,F,G9,CSDO-F-27,2/20/2012,2/4/2013,350,20 min Open Field Test,14,5,Arena 1,240.23952,480,720.71856,960,9.676314,122.710446,129.007181,124.900746,105.132203,148.481372,3015.317289,2375.351337,2532.989155,2303.831057,3018.518783,63.502591,51.851699,60.660475,67.537602,51.07831,23.757018,42.658017,29.9477,35.368601,17.884497
DO.0732,F,G9,CSDO-F-27,2/20/2012,2/4/2013,350,20 min Open Field Test,2,5,Arena 2,240.774107,480,741.074407,960,0.467133,46.633299,57.737738,91.665001,63.156491,79.145815,629.0083012,436.158463,350.8190281,623.7274631,1077.084386,8.328328,24.437773,NA,38.238238,40.306967,150.55055,101.514851,42.095427,29.095761,74.007338
DO.0735,F,G9,CSDO-F-27,2/22/2012,2/4/2013,348,20 min Open Field Test,6,5,Arena 3,240,480.07864,722.320156,960.424214,224.757417,133.438987,114.84783,138.871793,129.265802,4.698736,1804.11223,1629.29904,2118.121004,2425.286308,1104.966741,35.890555,125.018702,73.657945,71.204323,2.802795,30.296871,6.539855,14.481103,18.818763,217.950633
DO.0736,F,G9,CSDO-F-28,2/23/2012,2/18/2013,361,20 min Open Field Test,7,2,Arena 3,242.975581,480,720.051228,960.157281,23.35662,93.74824,76.221234,72.138592,86.085823,30.163408,1849.998626,2068.194777,1992.048937,2075.574794,1723.783758,43.148963,56.071391,18.336126,23.026553,15.909917,15.94924,26.760011,68.067861,66.46627,127.794073
DO.0737,F,G9,CSDO-F-28,2/21/2012,2/18/2013,363,20 min Open Field Test,4,3,Arena 4,241.574908,480.08008,720,960,0.266933,112.912911,112.726052,121.748413,130.023362,98.965631,1437.183366,1525.055483,1533.353492,1290.666326,1540.328834,47.380716,65.532203,31.831832,33.033042,36.236232,49.556223,27.293962,27.227229,23.023024,55.081747
DO.0738,F,G9,CSDO-F-28,2/22/2012,2/18/2013,362,20 min Open Field Test,7,3,Arena 5,240,480,720,960,15.015015,120.146811,102.729401,118.94561,164.124126,139.966627,854.4154677,769.6341628,862.5784968,748.1896964,976.3501672,72.77945,110.910908,67.467464,59.392719,76.770105,12.145479,20.153488,18.752084,14.414415,21.354688
DO.0739,F,G9,CSDO-F-28,2/21/2012,2/18/2013,363,20 min Open Field Test,2,3,Arena 6,247.914581,488.755422,720,969.502836,21.287954,79.145809,65.145148,111.631631,86.152816,75.141807,1185.850451,867.998587,744.6427683,875.1193327,1262.008411,52.452451,44.04404,14.34768,28.028025,12.812806,75.982652,37.237237,65.398728,69.069071,77.037037
DO.0740,F,G9,CSDO-F-28,2/21/2012,2/18/2013,363,20 min Open Field Test,5,4,Arena 7,240,480,721.121121,1016.349683,0.4004,120.747415,103.583582,127.06039,48.715381,71.631636,531.0534096,620.0165435,466.6701848,469.8659235,854.4016366,27.01368,106.386385,96.029363,62.662662,32.565903,69.602938,17.497498,14.801467,81.081081,102.36904
DO.0741,F,G9,CSDO-F-29,2/22/2012,8/12/2013,537,20 min Open Field Test,8,5,Arena 4,240,531.932,781.381,960,5.27194,60.367,47.047,54.6947,184.411,81.2412,766.323,643.089,756.697,476.544,1147.47,238.599,240,236.33,240,239.533,15.8826,22.2222,15.4821,NA,63.7304
DO.0742,F,G9,CSDO-F-29,2/20/2012,8/12/2013,539,20 min Open Field Test,9,4,Arena 5,241.108,482.616,919.786,960,3.2032,88.0881,65.2653,13.9873,67.4274,108.775,843.874,993.786,567.557,895.961,1187.54,32.8996,60.327,1.86853,78.6119,43.8438,45.3387,62.0754,181.915,13.0797,47.0737
DO.0743,F,G9,CSDO-F-29,2/22/2012,8/12/2013,537,20 min Open Field Test,3,5,Arena 6,243.844,491.291,720,960,21.021,58.7921,87.6343,74.6346,75.4354,99.4328,999.553,907.02,934.169,759.537,1467.94,24.6914,21.021,26.5599,24.9583,30.6306,62.3957,64.8649,81.4815,56.5899,49.1158
DO.0744,F,G9,CSDO-F-29,2/19/2012,8/12/2013,540,20 min Open Field Test,4,3,Arena 7,240,484.418,760.627,960,7.14047,143.851,111.044,88.1281,114.274,105.265,766.802,755.571,892.79,895.178,1058.29,57.5909,59.8599,37.7711,97.0971,77.8111,33.3667,50.0634,78.3984,59.9933,26.2262
DO.0745,F,G9,CSDO-F-29,2/19/2012,8/12/2013,540,20 min Open Field Test,4,3,Arena 8,243.577,480,720,960,0.667334,97.7511,89.2493,109.603,148.041,107.841,1100.54,1004.58,708.063,777.601,1273.19,59.9666,63.4635,112.112,54.7214,65.9593,31.031,52.5859,20.6874,22.4892,24.4912
DO.0746,F,G9,CSDO-F-30,2/20/2012,2/11/2013,357,20 min Open Field Test,7,5,Arena 1,244.643911,480.745972,720,960,6.873519,99.432467,122.404197,113.940986,123.480233,133.2662,1609.054047,1617.21711,1544.744207,1333.303532,1871.622916,48.035997,43.655423,52.719232,54.187361,38.638527,51.690819,27.026946,34.901466,8.007984,23.050369
DO.0747,F,G9,CSDO-F-30,2/22/2012,2/11/2013,355,20 min Open Field Test,4,5,Arena 2,240,484.751418,743.47681,960,11.144477,78.518519,157.757759,115.822487,124.751422,71.631639,559.5129806,536.2882864,607.3324299,597.4230433,1020.636592,20.887558,31.297959,99.032371,90.090096,15.081753,48.715381,22.422422,11.544879,12.812813,92.225558
DO.0748,F,G9,CSDO-F-30,2/22/2012,2/11/2013,355,20 min Open Field Test,4,5,Arena 3,248.648648,480,722.188855,977.04371,8.875542,132.318987,108.922255,57.390722,37.237237,73.873874,1022.156086,864.3661793,612.8271354,402.1531348,1161.99825,58.792118,48.515182,159.426092,176.843503,69.469465,20.660661,31.564897,2.268937,5.405404,46.806808
