Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,Grip.1,Grip.2,Grip.3
DO.0790,F,G10,CSDO-F-38,5/15/2012,12/3/2012,202,Grip 26wks,0.126,0.121,0.132
DO.0791,F,G10,CSDO-F-39,5/15/2012,11/26/2013,560,Grip 78wks,0.18,0.148,0.153
DO.0792,F,G10,CSDO-F-39,5/12/2012,11/26/2013,563,Grip 78wks,0.153,0.152,0.168
DO.0793,F,G10,CSDO-F-39,5/15/2012,11/26/2013,560,Grip 78wks,0.168,0.166,0.148
DO.0794,F,G10,CSDO-F-39,5/17/2012,11/26/2013,558,Grip 78wks,0.068,0.086,0.134
DO.0795,F,G10,CSDO-F-39,5/16/2012,11/26/2013,559,Grip 78wks,0.157,0.122,0.109
DO.0796,F,G10,CSDO-F-40,5/15/2012,6/18/2013,399,Grip 52wks,0.114,0.116,0.11
DO.0797,F,G10,CSDO-F-40,5/16/2012,6/18/2013,398,Grip 52wks,0.153,0.195,0.166
DO.0798,F,G10,CSDO-F-40,5/16/2012,6/18/2013,398,Grip 52wks,0.167,0.141,0.184
DO.0799,F,G10,CSDO-F-40,5/17/2012,6/18/2013,397,Grip 52wks,0.147,0.174,0.189
DO.0800,F,G10,CSDO-F-40,5/12/2012,6/18/2013,402,Grip 52wks,0.126,0.138,0.124
DO.0801,F,G10,CSDO-F-41,5/15/2012,12/10/2012,209,Grip 26wks,0.153,0.178,0.168
DO.0802,F,G10,CSDO-F-41,5/15/2012,12/10/2012,209,Grip 26wks,0.14,0.137,0.134
DO.0803,F,G10,CSDO-F-41,5/16/2012,12/10/2012,208,Grip 26wks,0.165,0.137,0.133
DO.0804,F,G10,CSDO-F-41,5/17/2012,12/10/2012,207,Grip 26wks,0.122,0.137,0.136
DO.0805,F,G10,CSDO-F-41,5/13/2012,12/10/2012,211,Grip 26wks,0.155,0.247,0.172
DO.0806,F,G10,CSDO-F-42,5/14/2012,12/3/2012,203,Grip 26wks,0.152,0.153,0.126
DO.0807,F,G10,CSDO-F-42,5/16/2012,12/3/2012,201,Grip 26wks,0.134,0.129,0.144
DO.0808,F,G10,CSDO-F-42,5/15/2012,12/3/2012,202,Grip 26wks,0.284,0.188,0.223
DO.0809,F,G10,CSDO-F-42,5/15/2012,12/3/2012,202,Grip 26wks,0.166,0.194,0.182
DO.0811,F,G10,CSDO-F-43,5/16/2012,11/14/2013,547,Grip 78wks,0.133,0.124,0.124
DO.0812,F,G10,CSDO-F-43,5/13/2012,11/14/2013,550,Grip 78wks,0.164,0.146,0.183
DO.0813,F,G10,CSDO-F-43,5/17/2012,11/14/2013,546,Grip 78wks,0.151,0.156,0.157
DO.0814,F,G10,CSDO-F-43,5/17/2012,11/14/2013,546,Grip 78wks,0.129,0.163,0.137
DO.0815,F,G10,CSDO-F-43,5/15/2012,11/14/2013,548,Grip 78wks,0.134,0.152,0.104
DO.0816,F,G10,CSDO-F-44,5/14/2012,11/26/2013,561,Grip 78wks,0.12,0.128,0.137
DO.0817,F,G10,CSDO-F-44,5/13/2012,11/26/2013,562,Grip 78wks,0.178,0.129,0.145
DO.0818,F,G10,CSDO-F-44,5/9/2012,11/26/2013,566,Grip 78wks,0.113,0.132,0.106
DO.0819,F,G10,CSDO-F-44,5/11/2012,11/26/2013,564,Grip 78wks,0.158,0.174,0.171
DO.0821,F,G10,CSDO-F-45,5/13/2012,6/18/2013,401,Grip 52wks,0.145,0.173,0.144
DO.0822,F,G10,CSDO-F-45,5/13/2012,6/18/2013,401,Grip 52wks,0.129,0.144,0.101
DO.0823,F,G10,CSDO-F-45,5/15/2012,6/18/2013,399,Grip 52wks,0.093,0.126,0.108
DO.0824,F,G10,CSDO-F-45,5/12/2012,6/18/2013,402,Grip 52wks,0.12,0.155,0.14
DO.0825,F,G10,CSDO-F-45,5/15/2012,6/18/2013,399,Grip 52wks,0.156,0.164,0.141
DO.0826,F,G10,CSDO-F-46,5/12/2012,6/11/2013,395,Grip 52wks,0.146,0.142,0.187
DO.0827,F,G10,CSDO-F-46,5/16/2012,6/11/2013,391,Grip 52wks,0.138,0.147,0.146
DO.0828,F,G10,CSDO-F-46,5/17/2012,6/11/2013,390,Grip 52wks,0.156,0.156,0.175
DO.0829,F,G10,CSDO-F-46,5/13/2012,6/11/2013,394,Grip 52wks,0.135,0.143,0.172
DO.0830,F,G10,CSDO-F-46,5/15/2012,6/11/2013,392,Grip 52wks,0.135,0.121,0.135
DO.0831,F,G10,CSDO-F-47,5/14/2012,12/10/2012,210,Grip 26wks,0.134,0.109,0.123
DO.0832,F,G10,CSDO-F-47,5/16/2012,12/10/2012,208,Grip 26wks,0.174,0.141,0.146
DO.0833,F,G10,CSDO-F-47,5/13/2012,12/10/2012,211,Grip 26wks,0.164,0.145,0.135
DO.0834,F,G10,CSDO-F-47,5/11/2012,12/10/2012,213,Grip 26wks,0.145,0.146,0.134
DO.0836,F,G10,CSDO-F-48,5/14/2012,6/11/2013,393,Grip 52wks,0.151,0.148,0.131
DO.0837,F,G10,CSDO-F-48,5/13/2012,6/11/2013,394,Grip 52wks,0.123,0.133,0.114
DO.0838,F,G10,CSDO-F-48,5/17/2012,6/11/2013,390,Grip 52wks,0.16,0.122,0.187
DO.0839,F,G10,CSDO-F-48,5/14/2012,6/11/2013,393,Grip 52wks,0.16,0.121,0.117
DO.0901,M,G8,CSDO-M-13,10/27/2011,10/27/2012,366,Grip 52wks,0.182,0.187,0.201
DO.0902,M,G8,CSDO-M-13,10/23/2011,5/1/2013,556,Grip 78wks,0.12,0.141,0.11
DO.0903,M,G8,CSDO-M-13,10/23/2011,5/1/2013,556,Grip 78wks,0.179,0.147,0.111
DO.0905,M,G8,CSDO-M-13A,10/23/2011,5/1/2013,556,Grip 78wks,0.162,0.151,0.151
DO.0906,M,G8,CSDO-M-14,10/24/2011,10/27/2012,369,Grip 52wks,0.18,0.178,0.153
DO.0907,M,G8,CSDO-M-14,10/26/2011,11/3/2012,374,Grip 52wks,0.151,0.127,0.141
DO.0908,M,G8,CSDO-M-14,10/23/2011,11/3/2012,377,Grip 52wks,0.16,0.203,0.157
DO.0909,M,G8,CSDO-M-14,10/25/2011,11/3/2012,375,Grip 52wks,0.168,0.146,0.228
DO.0911,M,G8,CSDO-M-15,10/24/2011,10/27/2012,369,Grip 52wks,0.191,0.152,0.239
DO.0914,M,G8,CSDO-M-15A,10/22/2011,10/27/2012,371,Grip 52wks,0.187,0.14,0.136
DO.0914,M,G8,CSDO-M-15A,10/22/2011,5/1/2013,557,Grip 78wks,0.121,0.13,0.162
DO.0915,M,G8,CSDO-M-15,10/22/2011,5/1/2013,557,Grip 78wks,0.129,0.145,0.113
DO.0916,M,G8,CSDO-M-16,10/23/2011,10/27/2012,370,Grip 52wks,0.151,0.183,0.147
DO.0917,M,G8,CSDO-M-16,10/26/2011,11/3/2012,374,Grip 52wks,0.152,0.189,0.175
DO.0919,M,G8,CSDO-M-16,10/25/2011,10/27/2012,368,Grip 52wks,0.131,0.138,0.126
DO.0920,M,G8,CSDO-M-16,10/22/2011,11/3/2012,378,Grip 52wks,0.108,0.126,0.186
DO.0921,M,G8,CSDO-M-17A,10/24/2011,5/8/2013,562,Grip 78wks,0.189,0.214,0.16
DO.0922,M,G8,CSDO-M-17B,10/27/2011,5/8/2013,559,Grip 78wks,0.154,0.129,0.15
DO.0923,M,G8,CSDO-M-17,10/27/2011,11/3/2012,373,Grip 52wks,0.143,0.073,0.174
DO.0924,M,G8,CSDO-M-17,10/25/2011,11/3/2012,375,Grip 52wks,0.2,0.151,0.199
DO.0925,M,G8,CSDO-M-17B,10/23/2011,11/3/2012,377,Grip 52wks,0.132,0.189,0.124
DO.0926,M,G8,CSDO-M-18,10/24/2011,5/8/2013,562,Grip 78wks,0.18,0.166,0.17
DO.0927,M,G8,CSDO-M-18,10/23/2011,5/8/2013,563,Grip 78wks,0.193,0.202,0.145
DO.0929,M,G8,CSDO-M-18,10/26/2011,5/8/2013,560,Grip 78wks,0.154,0.178,0.222
DO.0930,M,G8,CSDO-M-18,10/23/2011,5/8/2013,563,Grip 78wks,0.104,0.121,0.106
DO.0931,M,G8,CSDO-M-19B,10/26/2011,5/8/2013,560,Grip 78wks,0.209,0.152,0.219
DO.0932,M,G8,CSDO-M-19,10/22/2011,4/24/2013,550,Grip 78wks,0.174,0.191,0.122
DO.0933,M,G8,CSDO-M-19A,10/25/2011,5/1/2013,554,Grip 78wks,0.171,0.165,0.162
DO.0934,M,G8,CSDO-M-19,10/27/2011,4/24/2013,545,Grip 78wks,0.119,0.098,0.087
DO.0935,M,G8,CSDO-M-19,10/22/2011,4/24/2013,550,Grip 78wks,0.107,0.111,0.14
DO.0936,M,G8,CSDO-M-20,10/24/2011,5/1/2013,555,Grip 78wks,0.087,0.086,0.118
DO.0937,M,G8,CSDO-M-20,10/27/2011,5/1/2013,552,Grip 78wks,0.173,0.144,0.125
DO.0938,M,G8,CSDO-M-20,10/25/2011,5/1/2013,554,Grip 78wks,0.123,0.16,0.141
DO.0939,M,G8,CSDO-M-20,10/25/2011,5/1/2013,554,Grip 78wks,0.209,0.183,0.195
DO.0940,M,G8,CSDO-M-20,10/27/2011,10/27/2012,366,Grip 52wks,0.126,0.231,0.139
DO.0940,M,G8,CSDO-M-20,10/27/2011,5/1/2013,552,Grip 78wks,0.128,0.112,0.074
DO.0941,M,G8,CSDO-M-21,10/27/2011,4/24/2013,545,Grip 78wks,0.157,0.146,0.161
DO.0942,M,G8,CSDO-M-21,10/22/2011,10/27/2012,371,Grip 52wks,0.141,0.131,0.131
DO.0943,M,G8,CSDO-M-21,10/24/2011,4/24/2013,548,Grip 78wks,0.172,0.137,0.157
DO.0944,M,G8,CSDO-M-21,10/27/2011,4/24/2013,545,Grip 78wks,0.119,0.105,0.087
DO.0945,M,G8,CSDO-M-21,10/25/2011,10/27/2012,368,Grip 52wks,0.16,0.239,0.198
DO.0947,M,G8,CSDO-M-22,10/27/2011,5/8/2013,559,Grip 78wks,0.173,0.156,0.162
DO.0949,M,G8,CSDO-M-22,10/25/2011,10/27/2012,368,Grip 52wks,0.116,0.146,0.164
DO.0950,M,G8,CSDO-M-22A,10/27/2011,5/8/2013,559,Grip 78wks,0.182,0.148,0.178
DO.0951,M,G8,CSDO-M-23,10/23/2011,10/27/2012,370,Grip 52wks,0.174,0.21,0.17
DO.0952,M,G8,CSDO-M-23,10/27/2011,4/24/2013,545,Grip 78wks,0.097,0.114,0.101
DO.0953,M,G8,CSDO-M-23,10/24/2011,4/24/2013,548,Grip 78wks,0.2,0.198,0.143
DO.0954,M,G8,CSDO-M-23,10/24/2011,10/27/2012,369,Grip 52wks,0.167,0.143,0.148
DO.0955,M,G8,CSDO-M-23,10/26/2011,4/24/2013,546,Grip 78wks,0.09,0.122,0.127
DO.0956,M,G8,CSDO-M-24,10/23/2011,11/3/2012,377,Grip 52wks,0.15,0.203,0.123
DO.0957,M,G8,CSDO-M-24,10/25/2011,11/3/2012,375,Grip 52wks,0.205,0.18,0.194
DO.0958,M,G8,CSDO-M-24A,10/22/2011,10/27/2012,371,Grip 52wks,0.157,0.159,0.166
DO.0959,M,G8,CSDO-M-24,10/27/2011,11/3/2012,373,Grip 52wks,0.148,0.18,0.16
DO.0960,M,G8,CSDO-M-24,10/23/2011,11/3/2012,377,Grip 52wks,0.15,0.156,0.164
DO.0971,M,G9,CSDO-M-27,2/20/2012,2/27/2013,373,Grip 52wks,0.185,0.12,0.147
DO.0973,M,G9,CSDO-M-27,2/22/2012,2/27/2013,371,Grip 52wks,0.1,0.138,0.131
DO.0974,M,G9,CSDO-M-27,2/19/2012,2/27/2013,374,Grip 52wks,0.133,0.204,0.169
DO.0975,M,G9,CSDO-M-27,2/23/2012,2/27/2013,370,Grip 52wks,0.098,0.151,0.169
DO.0981,M,G9,CSDO-M-29,2/20/2012,2/21/2013,367,Grip 52wks,0.134,0.182,0.2
DO.0982,M,G9,CSDO-M-29A,2/20/2012,2/21/2013,367,Grip 52wks,0.117,0.154,0.155
DO.0983,M,G9,CSDO-M-29A,2/20/2012,2/21/2013,367,Grip 52wks,0.153,0.159,0.166
DO.0984,M,G9,CSDO-M-29,2/22/2012,2/21/2013,365,Grip 52wks,0.132,0.128,0.126
DO.0985,M,G9,CSDO-M-29,2/22/2012,2/21/2013,365,Grip 52wks,0.177,0.18,0.163
DO.0986,M,G9,CSDO-M-30,2/23/2012,3/6/2013,377,Grip 52wks,0.183,0.174,0.174
DO.0987,M,G9,CSDO-M-30,2/21/2012,3/6/2013,379,Grip 52wks,0.209,0.184,0.173
DO.0988,M,G9,CSDO-M-30,2/22/2012,3/6/2013,378,Grip 52wks,0.158,0.123,0.155
DO.0989,M,G9,CSDO-M-30A,2/21/2012,3/6/2013,379,Grip 52wks,0.144,0.148,0.169
DO.0990,M,G9,CSDO-M-30B,2/21/2012,3/6/2013,379,Grip 52wks,0.095,0.123,0.099
DO.0991,M,G9,CSDO-M-31,2/20/2012,2/21/2013,367,Grip 52wks,0.171,0.222,0.22
DO.0992,M,G9,CSDO-M-31,2/22/2012,2/21/2013,365,Grip 52wks,0.108,0.125,0.134
DO.0993,M,G9,CSDO-M-31,2/23/2012,2/21/2013,364,Grip 52wks,0.146,0.185,0.137
DO.0995,M,G9,CSDO-M-31,2/22/2012,2/21/2013,365,Grip 52wks,0.21,0.193,0.19
DO.0996,M,G9,CSDO-M-32,2/21/2012,3/6/2013,379,Grip 52wks,0.134,0.126,0.111
DO.0997,M,G9,CSDO-M-32A,2/20/2012,3/6/2013,380,Grip 52wks,0.142,0.174,0.17
DO.0998,M,G9,CSDO-M-32,2/20/2012,3/6/2013,380,Grip 52wks,0.186,0.161,0.131
DO.0999,M,G9,CSDO-M-32B,2/20/2012,3/6/2013,380,Grip 52wks,0.158,0.132,0.149
DO.1000,M,G9,CSDO-M-32,2/21/2012,3/6/2013,379,Grip 52wks,0.126,0.147,0.128
DO.1001,M,G9,CSDO-33C,2/18/2012,2/21/2013,369,Grip 52wks,0.153,0.121,0.121
DO.1012,M,G9,CSDO-M-35,2/20/2012,2/27/2013,373,Grip 52wks,0.159,0.204,0.221
DO.1013,M,G9,CSDO-M-35,2/20/2012,2/27/2013,373,Grip 52wks,0.105,0.148,0.13
DO.1014,M,G9,CSDO-M-35,2/20/2012,2/27/2013,373,Grip 52wks,0.171,0.176,0.165
DO.1021,M,G10,CSDO-M-37,5/15/2012,6/11/2013,392,Grip 52wks,0.175,0.182,0.172
DO.1022,M,G10,CSDO-M-37A,5/15/2012,6/11/2013,392,Grip 52wks,0.133,0.162,0.17
DO.1023,M,G10,CSDO-M-37B,5/17/2012,6/11/2013,390,Grip 52wks,0.181,0.164,0.152
DO.1024,M,G10,CSDO-M-37,5/17/2012,6/11/2013,390,Grip 52wks,0.156,0.15,0.123
DO.1025,M,G10,CSDO-M-37,5/13/2012,6/11/2013,394,Grip 52wks,0.17,0.176,0.138
DO.1026,M,G10,CSDO-M-38A,5/14/2012,6/11/2013,393,Grip 52wks,0.12,0.172,0.129
DO.1027,M,G10,CSDO-M-38,5/16/2012,6/11/2013,391,Grip 52wks,0.176,0.149,0.12
DO.1028,M,G10,CSDO-M-38A,5/15/2012,6/11/2013,392,Grip 52wks,0.144,0.156,0.163
DO.1029,M,G10,CSDO-M-38B,5/15/2012,6/11/2013,392,Grip 52wks,0.156,0.12,0.137
DO.1031,M,G10,CSDO-M-39,5/16/2012,11/14/2013,547,Grip 78wks,0.162,0.139,0.152
DO.1032,M,G10,CSDO-M-39,5/13/2012,11/14/2013,550,Grip 78wks,0.138,0.143,0.137
DO.1033,M,G10,CSDO-M-39,5/15/2012,11/14/2013,548,Grip 78wks,0.17,0.16,0.147
DO.1035,M,G10,CSDO-M-39,5/15/2012,11/14/2013,548,Grip 78wks,0.144,0.146,0.133
DO.1037,M,G10,CSDO-M-40,5/13/2012,12/10/2012,211,Grip 26wks,0.146,0.145,0.109
DO.1038,M,G10,CSDO-M-40,5/9/2012,12/10/2012,215,Grip 26wks,0.141,0.12,0.144
DO.1039,M,G10,CSDO-M-40,5/11/2012,12/10/2012,213,Grip 26wks,0.159,0.167,0.153
DO.1040,M,G10,CSDO-M-40,5/12/2012,12/10/2012,212,Grip 26wks,0.142,0.145,0.192
DO.1041,M,G10,CSDO-M-41,5/16/2012,12/10/2012,208,Grip 26wks,0.124,0.122,0.154
DO.1042,M,G10,CSDO-M-41,5/15/2012,12/10/2012,209,Grip 26wks,0.22,0.126,0.176
DO.1043,M,G10,CSDO-M-41,5/12/2012,12/10/2012,212,Grip 26wks,0.129,0.133,0.104
DO.1044,M,G10,CSDO-M-41,5/15/2012,12/10/2012,209,Grip 26wks,0.118,0.12,0.14
DO.1045,M,G10,CSDO-M-41,5/17/2012,12/10/2012,207,Grip 26wks,0.188,0.144,0.185
DO.1046,M,G10,CSDO-M-42,5/15/2012,11/26/2013,560,Grip 78wks,0.174,0.172,0.142
DO.1047,M,G10,CSDO-M-42A,5/14/2012,11/26/2013,561,Grip 78wks,0.194,0.203,0.156
DO.1048,M,G10,CSDO-M-42,5/14/2012,11/26/2013,561,Grip 78wks,0.137,0.133,0.159
DO.1049,M,G10,CSDO-M-42B,5/16/2012,11/26/2013,559,Grip 78wks,0.091,0.094,0.104
DO.1051,M,G10,CSDO-M-43,5/15/2012,6/18/2013,399,Grip 52wks,0.132,0.206,0.136
DO.1053,M,G10,CSDO-M-43B,5/13/2012,6/18/2013,401,Grip 52wks,0.15,0.146,0.141
